Person_ID,Read_Online_Training_Materials,Trained_in_Person,Place_of_Training,Ecological_Experience,Eco_Experience_Comments,Self-Described_Naturalist,Naturalist_Skill_Level,Participation_as_Part_of_Job,Type_of_Job,Job_Comments,LPL_Certified_Date
14229,,,,,,,,,,,
14698,,,,,,,,,,,
15064,,,,,,,,,,,
15155,,,,,,,,,,,
15336,,,,,,,,,,,
15403,,,,,,,,,,,
17581,,,,,,,,,,,
17927,,,,,,,,,,,
18721,,,,,,,,,,,
19057,,,,,,,,,,,
19486,,,,,,,,,,,
19707,,,,,,,,,,,
19709,,,,,,,,,,,
19710,,,,,,,,,,,
19720,2014-03-01 00:00:00,2008-09-01 00:00:00,NYBG,,,1,Intermediate,,,,
19764,,,,,,,,,,,
19824,,,,,,,,,,,
19953,,,,,,,,,,,
20137,,,,,,,,,,,
20196,,,,,,,,,,,
20291,,,,,,,Advanced,,,,
20322,,,,,,,,,,,
20373,,,,,,,,,,,
20532,,,,,,,,,,,
20537,,,,,,,,,,,
20639,,,,,,,,,,,
20651,,,,,,,,,,,
21014,,,,,,,,,,,
21031,,,,,,,,,,,
21546,,,,,,,,,,,
22174,,,,,,,,,,,
22528,,,,,,,,,,,
22815,,,,,,,,,,,
22914,,,,,,,,,,,
23639,,,,,,,,,,,
23987,,,,,,,,,,,
24260,,,,,,,,,,,
24396,,,,,,,,,,,
25317,,,,,,,,,,,
25402,,,,,,,,,,,
25543,,,,,,,,,,,
25548,,,,,,,,,,,
25872,,,,,,,,,,,
25900,,,,,,,,,,,
25918,,,,,,,,,,,
26228,,,,,,,,,,,
27611,,,,,,,,,,,
28136,,,,,,,,,,,
28321,,,,,,,,,,,2017-03-31 00:00:00
29131,,,,,,,,,,,
30107,,,,,,,,,,,
30273,,,,,,,,,,,
30463,,,,,,,,,,,
30593,,,,,,,,,,,
30624,,,,,,,,,,,
30630,,,,,,,,,,,
30669,,,,,,,,,,,
30776,,,,,,,,,,,
30777,,,,,,,,,,,
30779,,,,,,,,,,,
30781,,,,,,,,,,,
30782,,,,,,,,,,,
31088,,,,,,,,,,,
31983,,,,,,,,,,,
32141,,,,,,,,,,,
32286,,,,,,,,,,,
33892,,,,,,,,,,,
34211,,,,,,,,,,,
34618,,,,,,,,,,,
35664,,,,,,,,,,,
36545,,,,,,,,,,,
37023,,,,,,,,,,,
37050,,,,,,,,,,,
37051,,,,,,,,,,,
37052,,,,,,,,,,,
37258,,,,,,,,,,,
37278,,,,,,,,,,,
37357,,,,,,,,,,,
37456,,,,,,,,,,,
37906,,,,,,,,,,,
37912,,,,,,,,,,,
38012,,,,,,,,,,,
38159,,,,,,,,,,,
38160,,,,,,,,,,,
39297,,,,,,,,,,,
40746,,,,,,,,,,,
40979,,,,,,,,,,,
41258,,,,,,,,,,,
41611,,,,,,,,,,,
41851,,,,,,,,,,,
41857,,,,,,,,,,,
41871,,,,,,,,,,,
41941,,,,,,,,,,,
42125,,,,,,,,,,,
42275,,,,,,,,,,,
42478,,,,,,,,,,,
42523,,,,,,,,,,,
42625,,,,,,,,,,,
42778,,,,,,,,,,,
42779,,,,,,,,,,,
42780,,,,,,,,,,,
42788,,,,,,,,,,,
42807,,,,,,,,,,,
42898,,,,,,,,,,,
43002,,,,,,,,,,,
43011,,,,,,,,,,,
43029,,,,,,,,,,,
43095,,,,,,,,,,,
43114,,,,,,,,,,,
43117,,,,,,,,,,,2018-11-21 00:00:00
43830,,,,,,,,,,,2018-11-21 00:00:00
44732,,,,,,,,,,,
44763,,,,,,,,,,,
45301,,,,,,,,,,,2019-04-05 00:00:00
45302,,,,,,,,,,,2019-04-05 00:00:00
45325,,,,,,,,,,,
45558,,,,,,,,,,,
45626,,,,,,,,,,,
45673,,,,,,,,,,,
45677,,,,,,,,,,,
45678,,,,,,,,,,,
45779,,,,,,,,,,,
46017,,,,,,,,,,,
46127,,,,,,,,,,,
46190,,,,,,,,,,,
46264,,,,,,,,,,,
46274,,,,,,,,,,,
46348,,,,,,,,,,,
46353,,,,,,,,,,,
46382,,,,,,,,,,,
46538,,,,,,,,,,,
46954,,,,,,,,,,,
46978,,,,,,,,,,,
47105,,,,,,,,,,,
47231,,,,,,,,,,,
47243,,,,,,,,,,,
47333,,,,,,,,,,,
47479,,,,,,,,,,,
47695,,,,,,,,,,,
47778,,,,,,,,,,,
47856,,,,,,,,,,,
47871,,,,,,,,,,,
47908,,,,,,,,,,,
47932,,,,,,,,,,,
47946,,,,,,,,,,,
47972,,,,,,,,,,,
48091,,,,,,,,,,,
48384,,,,,,,,,,,
48555,,,,,,,,,,,
