#
# Transition date estimate for uiefprairie
#
# Site: uiefprairie
# Veg Type: GR
# ROI ID Number: 1000
# Aggregation period: 3day
# Year min: 2008
# Year max: 2019
# Final Processing Date: 2019-09-16
# Final Processing Time: 15:57:22
# Spline RMSE gcc_mean: 0.00374
# Spline RMSE gcc_50: 0.00432
# Spline RMSE gcc_75: 0.00422
# Spline RMSE gcc_90: 0.00379
#
site,veg_type,roi_id,direction,gcc_value,transition_10,transition_25,transition_50,transition_10_lower_ci,transition_25_lower_ci,transition_50_lower_ci,transition_10_upper_ci,transition_25_upper_ci,transition_50_upper_ci,threshold_10,threshold_25,threshold_50,min_gcc,max_gcc
uiefprairie,GR,1000,falling,gcc_90,2014-09-29,2014-09-16,2014-08-22,2014-10-03,2014-09-18,2014-08-26,2014-09-24,2014-09-12,2014-08-17,0.34651,0.36172,0.3886,0.33692,0.43933
uiefprairie,GR,1000,falling,gcc_90,2013-09-29,2013-09-08,2013-08-17,2013-10-09,2013-09-11,2013-08-21,2013-09-19,2013-09-04,2013-08-15,0.34801,0.36273,0.39025,0.33802,0.43964
uiefprairie,GR,1000,falling,gcc_90,2012-10-08,2012-09-24,2012-09-03,2012-10-11,2012-09-27,2012-09-10,2012-10-04,2012-09-21,2012-08-25,0.34588,0.36125,0.38699,0.33617,0.43721
uiefprairie,GR,1000,falling,gcc_90,2011-09-29,2011-09-18,2011-08-25,2011-10-02,2011-09-21,2011-08-28,2011-09-26,2011-09-14,2011-08-23,0.3461,0.36199,0.39107,0.33521,0.44545
uiefprairie,GR,1000,falling,gcc_90,2010-09-30,2010-09-02,2010-08-07,2010-10-04,2010-09-06,2010-08-10,2010-09-25,2010-08-28,2010-08-05,0.34618,0.36327,0.3931,0.33495,0.4501
uiefprairie,GR,1000,falling,gcc_90,2009-09-28,2009-09-08,2009-08-20,2009-10-03,2009-09-14,2009-08-22,2009-09-22,2009-09-02,2009-08-18,0.34961,0.36674,0.39453,0.33922,0.4493
uiefprairie,GR,1000,falling,gcc_90,2008-12-10,2008-11-29,2008-11-22,2008-12-20,2008-12-01,2008-11-24,2008-12-03,2008-11-27,2008-11-21,0.34458,0.35473,0.37401,0.33794,0.40767
uiefprairie,GR,1000,falling,gcc_75,2018-07-20,2018-07-17,2018-07-11,2018-07-22,2018-07-18,2018-07-14,2018-07-19,2018-07-15,2018-07-10,0.3507,0.35991,0.38132,0.34413,0.41036
uiefprairie,GR,1000,falling,gcc_75,2017-09-23,2017-09-03,2017-08-09,2017-09-29,2017-09-07,2017-08-15,2017-09-10,2017-08-29,2017-08-06,0.35177,0.36293,0.38222,0.34497,0.41782
uiefprairie,GR,1000,falling,gcc_75,2016-10-10,2016-09-15,2016-08-15,2016-10-20,2016-09-25,2016-08-20,2016-10-05,2016-09-09,2016-08-04,0.34144,0.35601,0.38028,0.33257,0.42797
uiefprairie,GR,1000,falling,gcc_75,2015-09-17,2015-08-29,2015-08-12,2015-09-20,2015-09-10,2015-08-16,2015-09-13,2015-08-24,2015-08-10,0.35356,0.36653,0.38897,0.34518,0.43074
uiefprairie,GR,1000,falling,gcc_75,2014-09-29,2014-09-14,2014-08-22,2014-10-03,2014-09-17,2014-08-26,2014-09-24,2014-09-09,2014-08-03,0.34445,0.35948,0.38524,0.33488,0.43554
uiefprairie,GR,1000,falling,gcc_75,2013-09-30,2013-09-09,2013-08-19,2013-10-10,2013-09-12,2013-08-22,2013-09-20,2013-09-06,2013-08-16,0.3452,0.36006,0.38518,0.33532,0.43458
uiefprairie,GR,1000,falling,gcc_75,2012-10-08,2012-09-25,2012-09-04,2012-10-11,2012-09-28,2012-09-10,2012-10-04,2012-09-22,2012-08-27,0.34329,0.35819,0.38295,0.3343,0.43069
uiefprairie,GR,1000,falling,gcc_75,2011-09-29,2011-09-18,2011-08-25,2011-10-02,2011-09-21,2011-08-28,2011-09-26,2011-09-14,2011-08-23,0.34324,0.35962,0.38904,0.3331,0.44243
uiefprairie,GR,1000,falling,gcc_75,2010-09-29,2010-08-30,2010-08-05,2010-10-03,2010-09-02,2010-08-08,2010-09-24,2010-08-25,2010-08-04,0.34406,0.3619,0.39467,0.3329,0.45303
uiefprairie,GR,1000,falling,gcc_75,2009-09-28,2009-09-11,2009-08-20,2009-10-07,2009-09-15,2009-08-23,2009-09-22,2009-09-05,2009-08-19,0.34666,0.36309,0.3921,0.33586,0.44528
uiefprairie,GR,1000,falling,gcc_75,2008-12-06,2008-11-29,2008-11-22,2008-12-20,2008-11-30,2008-11-24,2008-12-02,2008-11-26,2008-11-20,0.34293,0.35186,0.37108,0.33638,0.40564
uiefprairie,GR,1000,falling,gcc_50,2018-07-20,2018-07-17,2018-07-12,2018-07-22,2018-07-18,2018-07-14,2018-07-19,2018-07-16,2018-07-11,0.34595,0.35491,0.37144,0.34055,0.39969
uiefprairie,GR,1000,falling,gcc_50,2017-09-24,2017-09-04,2017-08-11,2017-09-29,2017-09-07,2017-08-17,2017-09-12,2017-08-31,2017-08-07,0.3473,0.35785,0.37647,0.3405,0.41173
uiefprairie,GR,1000,falling,gcc_50,2016-10-09,2016-09-15,2016-08-14,2016-10-15,2016-09-19,2016-08-19,2016-10-03,2016-09-10,2016-08-03,0.33963,0.35249,0.37568,0.33076,0.41997
uiefprairie,GR,1000,falling,gcc_50,2015-09-15,2015-08-27,2015-08-13,2015-09-18,2015-09-08,2015-08-16,2015-09-12,2015-08-23,2015-08-11,0.35215,0.3635,0.38318,0.34454,0.42134
uiefprairie,GR,1000,falling,gcc_50,2014-09-28,2014-09-13,2014-08-22,2014-10-02,2014-09-16,2014-08-26,2014-09-24,2014-09-08,2014-08-17,0.34196,0.3557,0.37951,0.33296,0.42521
uiefprairie,GR,1000,falling,gcc_50,2013-09-26,2013-09-10,2013-08-21,2013-10-07,2013-09-12,2013-08-24,2013-09-19,2013-09-07,2013-08-19,0.34246,0.35585,0.37959,0.33344,0.42458
uiefprairie,GR,1000,falling,gcc_50,2012-10-08,2012-09-26,2012-09-05,2012-10-10,2012-09-28,2012-09-11,2012-10-04,2012-09-23,2012-09-01,0.34006,0.3535,0.37758,0.33214,0.42208
uiefprairie,GR,1000,falling,gcc_50,2011-09-26,2011-09-15,2011-08-24,2011-09-28,2011-09-17,2011-08-27,2011-09-23,2011-09-11,2011-08-22,0.34458,0.35987,0.38702,0.33517,0.43697
uiefprairie,GR,1000,falling,gcc_50,2010-09-26,2010-08-29,2010-08-06,2010-09-30,2010-08-31,2010-08-08,2010-09-21,2010-08-24,2010-08-04,0.34324,0.35989,0.38917,0.33245,0.44586
uiefprairie,GR,1000,falling,gcc_50,2009-10-01,2009-09-12,2009-08-20,2009-10-10,2009-09-14,2009-08-22,2009-09-23,2009-09-07,2009-08-19,0.34309,0.358,0.3873,0.33253,0.43846
uiefprairie,GR,1000,falling,gcc_50,2008-12-03,2008-11-28,2008-11-21,2008-12-17,2008-11-29,2008-11-23,2008-11-30,2008-11-26,2008-11-20,0.3406,0.34875,0.36973,0.33394,0.40264
uiefprairie,GR,1000,falling,gcc_mean,2018-07-20,2018-07-17,2018-07-11,2018-07-22,2018-07-18,2018-07-13,2018-07-19,2018-07-15,2018-07-10,0.34747,0.35549,0.37341,0.3423,0.39818
uiefprairie,GR,1000,falling,gcc_mean,2017-09-23,2017-09-05,2017-08-12,2017-09-28,2017-09-07,2017-08-18,2017-09-14,2017-09-01,2017-08-08,0.3475,0.35721,0.375,0.34108,0.40863
uiefprairie,GR,1000,falling,gcc_mean,2016-10-09,2016-09-15,2016-08-16,2016-10-13,2016-09-19,2016-08-20,2016-10-05,2016-09-11,2016-08-03,0.33922,0.35228,0.37434,0.33124,0.4168
uiefprairie,GR,1000,falling,gcc_mean,2015-09-19,2015-09-08,2015-08-14,2015-09-22,2015-09-10,2015-08-17,2015-09-16,2015-08-27,2015-08-12,0.34753,0.35941,0.38044,0.3397,0.41997
uiefprairie,GR,1000,falling,gcc_mean,2014-09-27,2014-09-13,2014-08-22,2014-09-30,2014-09-16,2014-08-25,2014-09-23,2014-09-09,2014-08-19,0.34177,0.35568,0.37931,0.3333,0.42437
uiefprairie,GR,1000,falling,gcc_mean,2013-09-24,2013-09-09,2013-08-20,2013-10-05,2013-09-11,2013-08-23,2013-09-18,2013-09-06,2013-08-18,0.34293,0.35539,0.37899,0.33417,0.42361
uiefprairie,GR,1000,falling,gcc_mean,2012-10-04,2012-09-24,2012-09-01,2012-10-06,2012-09-25,2012-09-06,2012-10-01,2012-09-21,2012-08-28,0.34377,0.35604,0.37969,0.33547,0.42289
uiefprairie,GR,1000,falling,gcc_mean,2011-09-26,2011-09-15,2011-08-25,2011-09-27,2011-09-17,2011-08-27,2011-09-23,2011-09-11,2011-08-23,0.34439,0.35927,0.38409,0.33614,0.43195
uiefprairie,GR,1000,falling,gcc_mean,2010-09-27,2010-08-29,2010-08-05,2010-10-01,2010-09-01,2010-08-08,2010-09-23,2010-08-26,2010-08-04,0.34257,0.35911,0.38814,0.33148,0.4425
uiefprairie,GR,1000,falling,gcc_mean,2009-10-01,2009-09-12,2009-08-20,2009-10-08,2009-09-14,2009-08-22,2009-09-24,2009-09-08,2009-08-19,0.34297,0.3582,0.38619,0.33302,0.43609
uiefprairie,GR,1000,falling,gcc_mean,2008-12-04,2008-11-27,2008-11-20,2008-12-16,2008-11-28,2008-11-22,2008-11-30,2008-11-25,2008-11-19,0.34035,0.35089,0.37036,0.33402,0.40328
